run_id,experiment_id,matrix_version,matrix_status,case_id,case_version,coverage_family,case_role,archetype,condition,authority_condition,sentinel_block,repetition,repetition_class,provider_pool,provider,model_alias,requested_model_id,reasoning_effort,config_profile,tools_enabled,retrieval_enabled,fresh_context,task_prompt_id,task_prompt_version,case_schema_version,event_id,target_event,actors,evidence_cutoff,assessment_time,horizon_start,horizon_end,horizon_label,expected_direction,expected_ordering,primary_manipulated_evidence_property,deterministic_scoring_applicability,case_source_file,case_jsonl_line,case_condition_key,planned_status,attempt_no,retry_parent_run_id,langfuse_experiment_tag,notes
P01F_C01_WD_SOL_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,3,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_GPT41_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,1,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_GPT41_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,2,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_GPT41_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,3,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_KIMI3_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,1,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_KIMI3_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,2,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_WD_KIMI3_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,WD,False,False,3,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,modest_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,2,C01_WD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_SD_SOL_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,SD,False,False,1,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,strong_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,3,C01_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_SD_SOL_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,SD,False,False,2,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,strong_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,3,C01_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_SD_SOL_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,SD,False,False,3,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,strong_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,3,C01_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_SD_GPT41_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,SD,False,False,1,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,strong_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,3,C01_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C01_SD_GPT41_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C01,1.0,Family 1 — Diagnostic Strength + Directionality,CORE,nuclear_dyad,SD,False,False,2,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C01_KINETIC_PREEMPTION,"The Auren Commonwealth initiates a kinetic operation — airstrike, cruise-missile strike, ballistic-missile strike, or ground raid — against the Kizari strategic-missile deployment complex at Gamma-4 or its immediate defensive perimeter.",Auren Commonwealth; Republic of Kizar,2031-05-14T08:00:00Z,2031-05-14T09:00:00Z,2031-05-14T09:00:00Z,2031-05-28T09:00:00Z,14 days from assessment time,strong_up,P(SD) >> P(WD) > P(BL) ≈ P(ND),diagnosticity_of_evidence_for_the_escalation_event_via_preemption_pathway,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) approximately equal to P(BL)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,3,C01_SD,PLANNED,1,,P01_FINAL_v1.0,
